SN,Lat1,Long1,Lat2,Long2,
1844,,,29.545915,77.584454,
1845,,,29.57832,77.5147568,
1846,,,29.2733678,77.9780863,
1847,,,29.2341132,77.8681098,
1848,,,29.2149779,77.7620758,
1849,,,29.5106104,77.8847369,
1850,,,29.4253131,77.8452918,
1851,,,29.47385,77.9892218,
1852,,,29.6494796,77.8306483,
1853,,,29.594225,77.7434567,
1854,,,29.4636662,77.6323799,
1855,,,29.3926658,77.6651913,
1856,,,29.328163,77.505236,
1857,,,29.6362862,77.925402,
1858,,,29.385292,77.585046,
1859,,,29.529375,77.474579,
1860,,,29.409325,77.59006,
1861,,,29.344252,77.899241,
1862,,,29.356058,77.828031,
1863,,,29.304803,77.729484,
1864,,,29.312943,77.788644,
1865,,,29.48519,77.934108,
1866,,,29.560037,77.8498914,
1867,,,29.360116,77.669962,
1868,,,29.403837,77.691349,
1869,,,29.346483,77.380137,
1870,,,29.388485,77.450643,
1871,,,29.4631484,77.7056101,
1872,,,29.3363022,77.844645,
1873,,,29.290063,77.4644429,
1874,,,29.2787903,77.7390042,
1875,,,29.2819446,77.6906751,
1876,,,28.5778764,79.8510624,
1877,,,28.5364337,79.9247271,
1878,,,28.4780842,79.8068985,
1879,,,28.5985373,79.8055033,
1880,,,28.2458119,79.9386014,
1881,,,28.2863622,79.8119069,
1882,,,28.4546198,79.8046824,
1883,,,28.5355331,79.7503302,
1884,,,28.6583984,79.6966286,
1885,,,28.6306393,79.7651111,
1886,,,28.6451369,79.7249581,
1887,,,28.763878,79.760894,
1888,,,28.7892503,79.8678406,
1889,,,28.725078,79.849173,
1890,,,28.7095617,79.8670315,
1891,,,28.699016,79.6939328,
1892,,,28.297587,79.855477,
1893,,,28.370566,80.072084,
1894,,,28.345118,80.11333,
1895,,,28.404099,80.103392,
1896,,,28.805321,80.100257,
1897,,,28.618247,80.125782,
1898,,,28.512979,80.187597,
1899,,,28.561857,80.02395,
1900,,,28.443041,79.872927,
1901,,,28.3828139,79.7977734,
1902,,,28.5092184,80.1481382,
1903,,,28.6157941,80.0797213,
1904,,,28.4990393,80.4287671,
1905,,,28.485219,79.9714956,
1906,,,28.8235069,80.0737391,
1907,,,28.2629743,79.8833767,
1908,,,28.2859774,79.7952819,
1909,,,28.37624,79.9270701,
1910,,,28.6439949,79.8006337,
1911,,,28.7988421,79.7718787,
1912,,,28.5961075,79.8810598,
1913,,,28.5913236,79.9027549,
1914,,,28.7392352,79.8191095,
1915,,,28.2574098,79.9420612,
1916,,,28.5316916,79.8303608,
1917,,,25.7596136,81.6973101,
1918,,,25.6870862,81.6483276,
1919,,,26.0436917,82.0195884,
1920,,,26.0168018,81.853906,
1921,,,25.8013354,81.8523268,
1922,,,25.8416048,81.8443954,
1923,,,25.9714382,82.3151891,
1924,,,25.93892,82.0753118,
1925,,,25.8956608,81.7568493,
1926,,,25.9341935,81.7056778,
1927,,,25.746009,82.105501,
1928,,,25.809853,81.372422,
1929,,,25.81232,81.400925,
1930,,,25.8598379,81.5912006,
1931,,,25.861411,82.2735192,
1932,,,25.852062,81.555977,
1933,,,25.845897,81.547403,
1934,,,25.845851,82.220037,
1935,,,25.923357,82.291731,
1936,,,25.825052,82.081906,
1937,,,25.894765,81.983463,
1938,,,25.735353,81.520833,
1939,,,25.919868,81.541278,
1940,,,25.963076,82.010103,
1941,,,25.90722,82.0972384,
1942,,,25.9524245,81.8701027,
1943,,,25.8173133,82.0779337,
1944,,,26.027215,81.887167,
1945,,,26.008069,82.027881,
1946,,,25.984443,81.712297,
1947,,,26.057268,81.663021,
1948,,,25.76001,81.462688,
1949,,,25.933678,81.659963,
1950,,,25.963033,82.010107,
1951,,,25.9235382,82.1997771,
1952,,,25.78799,80.014977,
1953,,,25.917746,81.700648,
1954,,,25.9240113,81.9815755,
1955,,,25.7216447,81.5105532,
1956,,,25.2884206,81.9306102,
1957,,,25.2287143,81.9394304,
1958,,,25.1932686,81.7396488,
1959,,,25.1911081,81.6095736,
1960,,,25.288521,81.6374341,
1961,,,25.1953328,82.1266067,
1962,,,25.004033,82.254765,
1963,,,25.105984,82.252606,
1964,,,25.285036,82.131115,
1965,,,25.2707386,81.8855166,
1966,,,25.2127936,81.8271667,
1967,,,25.1944962,81.8108232,
1968,,,25.2838129,81.7858863,
1969,,,25.3046628,81.8980289,
1970,,,25.3094591,81.8662112,
1971,,,25.3876504,81.9880633,
1972,,,25.3886056,81.9465574,
1973,,,25.4358398,82.0069151,
1974,,,25.4177806,82.0408607,
1975,,,25.3722595,82.1133179,
1976,,,25.4210093,82.269296,
1977,,,25.3343404,82.2678882,
1978,,,25.4939745,82.075507,
1979,,,25.6075009,82.0881746,
1980,,,25.540753,82.116947,
1981,,,25.5312794,82.0295325,
1982,,,25.496149,82.0064616,
1983,,,25.1499808,82.1538389,
1984,,,25.1442299,82.0987896,
1985,,,24.9995179,82.0610248,
1986,,,25.0341774,81.8226257,
1987,,,25.6079729,81.8500998,
1988,,,25.7188994,81.8673559,
1989,,,25.6931874,81.9054057,
1990,,,25.6219919,81.7979164,
1991,,,25.6358751,81.7812927,
1992,,,25.3613811,82.1863712,
1993,,,25.448712,82.297138,
1994,,,25.5631361,82.1711084,
1995,,,25.5271425,82.1265553,
1996,,,25.6157742,81.9998902,
1997,,,25.7060124,81.9802376,
1998,,,25.4230475,81.6895966,
1999,,,25.3996636,81.7005737,
2000,,,25.559097,81.7272922,
2001,,,25.553895,81.756071,
2002,,,25.6351196,81.7433608,
2003,,,25.58054,81.873532,
2004,,,25.5875283,81.6440628,
2005,,,25.3604747,82.1995906,
2006,,,25.5546333,82.0541484,
2007,,,25.531872,82.108385,
2008,,,25.4594921,81.8706951,
2009,,,25.6094174,81.8438636,
2010,,,25.2517666,81.7125683,
2011,,,25.1402354,82.1094314,
2012,,,25.7020359,81.9222324,
2013,,,25.2902405,81.9303199,
2014,,,24.977937,82.077831,
2015,,,26.0621333,80.9217551,
2016,,,26.1387617,80.8977618,
2017,,,26.0519967,80.8519868,
2018,,,26.101389,80.761492,
2019,,,26.239881,80.88361,
2020,,,26.3400133,80.8306801,
2021,,,26.45359,81.368247,
2022,,,26.474559,81.309167,
2023,,,26.4804893,81.2727515,
2024,,,26.5427537,81.2227038,
2025,,,26.488359,81.299062,
2026,,,26.4722189,81.2395225,
2027,,,26.5468678,81.1163012,
2028,,,26.466143,81.084652,
2029,,,26.4564136,81.1467401,
2030,,,26.128614,81.417716,
2031,,,26.079348,81.505994,
2032,,,26.2097483,81.4123472,
2033,,,26.1606523,81.5184248,
2034,,,26.213082,81.511918,
2035,,,26.0449284,81.3494518,
2036,,,25.9359894,81.4285187,
2037,,,26.1783848,81.5715333,
2038,,,25.969445,81.4668068,
2039,,,25.892537,81.262819,
2040,,,25.9778367,81.2790434,
2041,,,25.870149,81.310164,
2042,,,26.051918,81.269676,
2043,,,26.038635,81.267197,
2044,,,26.055093,81.333899,
2045,,,26.0191854,81.220409,
2046,,,25.9639707,81.3903378,
2047,,,25.936835,81.372851,
2048,,,26.07344,81.379723,
2049,,,26.0232255,81.132655,
2050,,,26.0665485,81.213721,
2051,,,26.049297,81.175819,
2052,,,26.14106,81.1186401,
2053,,,26.173195,81.017187,
2054,,,26.3453396,81.1585324,
2055,,,26.3867168,81.1188953,
2056,,,26.3298331,81.1503656,
2057,,,26.1554717,81.2742701,
2058,,,26.2461905,81.2888305,
2059,,,26.1365281,81.2293828,
2060,,,26.2296717,81.3396734,
2061,,,26.3145978,81.3591106,
2062,,,26.290974,81.238381,
2063,,,26.188521,81.14878,
2064,,,26.2705023,81.0904297,
2065,,,26.295725,81.0187134,
2066,,,26.280528,80.926257,
2067,,,26.1539786,80.824653,
2068,,,26.1941416,81.1080533,
2069,,,26.4705964,81.0133972,
2070,,,26.0681107,81.0336883,
2071,,,26.1836994,80.9740441,
2072,,,26.2122171,81.2467559,
2073,,,25.9296275,81.2884304,
2074,,,26.3851429,81.2730837,
2075,,,26.022418,81.456638,
2076,,,28.989653,79.0608,
2077,,,28.867265,79.043848,
2078,,,28.990991,78.9540785,
2079,,,29.041218,79.097941,
2080,,,28.8828829,79.2627317,
2081,,,28.769908,79.114811,
2082,,,28.8288288,79.2421034,
2083,,,28.7567568,79.0845744,
2084,,,28.678669,79.117983,
2085,,,28.753301,79.122276,
2086,,,28.558953,79.002448,
2087,,,28.5405405,78.9832244,
2088,,,28.8219938,79.0319147,
2089,,,28.9879969,78.941947,
2090,,,28.9268775,79.286272,
2091,,,28.6049798,79.0828055,
2092,,,28.5923623,79.2011585,
2093,,,29.0565864,79.0654676,
2094,,,29.8888685,77.5304854,
2095,,,30.007985,77.4215834,
2096,,,29.9980538,77.3788302,
2097,,,29.91212,77.341053,
2098,,,29.7843403,77.2570623,
2099,,,29.82694,77.232793,
2100,,,29.882916,77.32849,
2101,,,29.856875,77.624432,
2102,,,29.794158,77.663676,
2103,,,29.67187,77.712973,
2104,,,29.7198274,77.6138579,
2105,,,29.9819966,77.5777037,
2106,,,30.036657,77.628366,
2107,,,30.1223253,77.7127503,
2108,,,30.2010113,77.5743777,
2109,,,30.205431,77.599377,
2110,,,30.189796,77.673694,
2111,,,29.888644,77.532583,
2112,,,29.7781716,77.5120674,
2113,,,29.6404492,77.5629116,
2114,,,29.8981192,77.4401196,
2115,,,29.713348,77.43513,
2116,,,29.953968,77.488739,
2117,,,29.9225741,77.6850651,
2118,,,29.997192,77.679314,
2119,,,30.2596316,77.6235962,
2120,,,29.6689738,77.6813924,
2121,,,29.8056093,77.4526141,
2122,,,29.9536982,77.5291288,
2123,,,29.9483899,77.5458631,
2124,,,28.455426,78.839923,
2125,,,28.465429,78.754766,
2126,,,28.429932,78.65035,
2127,,,28.401526,78.634749,
2128,,,28.478363,78.585436,
2129,,,28.29694,78.398969,
2130,,,28.3407,78.385491,
2131,,,28.260968,78.409849,
2132,,,28.229007,78.492199,
2133,,,28.1981982,78.4834502,
2134,,,28.272138,78.634315,
2135,,,28.596542,78.579748,
2136,,,28.689118,78.538852,
2137,,,28.60767,78.673584,
2138,,,28.490698,78.496152,
2139,,,28.779758,78.578677,
2140,,,28.4598399,78.7920592,
2141,,,28.2336682,78.4397786,
2142,,,28.7623282,78.5290945,
2143,,,26.767858,83.096686,
2144,,,26.774292,83.059785,
2145,,,26.875468,83.085099,
2146,,,26.998408,83.043282,
2147,,,27.0421678,83.1147346,
2148,,,26.973105,83.020878,
2149,,,26.8647566,82.8475644,
2150,,,26.84906,82.998638,
2151,,,26.6573793,82.9522793,
2152,,,26.6382107,83.0259998,
2153,,,26.583417,82.987939,
2154,,,26.572939,82.931243,
2155,,,26.5036887,83.0061316,
2156,,,26.5453662,83.0441739,
2157,,,26.8837,82.9093184,
2158,,,26.9614067,82.9640468,
2159,,,26.9672283,83.0982001,
2160,,,26.9498609,83.1878427,
2161,,,26.7904918,83.0698488,
2162,,,26.967215,83.0949322,
2163,,,26.551468,83.007242,
2164,,,27.8370226,79.8688032,
2165,,,27.9514509,79.8897116,
2166,,,27.798113,79.79869,
2167,,,27.866062,79.739319,
2168,,,28.066862,80.098654,
2169,,,28.0726946,80.0320749,
2170,,,27.66807,79.5388168,
2171,,,27.671165,79.5453784,
2172,,,27.703957,79.444052,
2173,,,27.8397899,79.9169838,
2174,,,27.9177437,79.9575801,
2175,,,28.294992,80.047013,
2176,,,28.243038,80.106555,
2177,,,28.2315317,80.2770918,
2178,,,27.7301567,79.4433817,
2179,,,27.9629003,79.7277912,
2180,,,27.9798183,79.6751001,
2181,,,27.868075,79.677278,
2182,,,27.922816,79.671083,
2183,,,27.9941133,79.5680351,
2184,,,28.0100283,79.5724934,
2185,,,27.7223565,79.6628414,
2186,,,28.1430273,79.7076909,
2187,,,28.1029334,79.7088901,
2188,,,28.1346417,79.8586584,
2189,,,28.1025106,79.8627245,
2190,,,27.9709728,79.9721982,
2191,,,27.9142609,79.9958638,
2192,,,28.2087917,80.2664751,
2193,,,27.6834533,79.6525668,
2194,,,27.7230227,79.6529947,
2195,,,27.9438173,79.7114827,
2196,,,28.0661932,80.0885764,
2197,,,27.6733728,79.5278747,
2198,,,27.8180768,79.9160802,
2199,,,29.5913627,77.4233317,
2200,,,29.556226,77.179351,
2201,,,29.3762176,77.1965266,
2202,,,29.501131,77.20984,
2203,,,29.50619,77.145049,
2204,,,29.627495,77.372099,
2205,,,29.6033296,77.2820846,
2206,,,29.323881,77.267505,
2207,,,29.4674111,77.3515015,
2208,,,29.4268541,77.3972851,
2209,,,29.4907227,77.3104474,
2210,,,29.5504246,77.2310444,
2211,,,29.383215,77.289451,
2212,,,27.531671,81.888449,
2213,,,27.5073766,82.0277753,
2214,,,27.597465,81.778272,
2215,,,27.639522,81.710574,
2216,,,27.678668,81.798789,
2217,,,27.7450516,81.8221638,
2218,,,27.7851988,81.8386175,
2219,,,27.823322,81.7697319,
2220,,,27.841861,81.741383,
2221,,,27.8402472,82.0106524,
2222,,,27.79918,82.090071,
2223,,,27.6337562,81.9445426,
2224,,,27.540034,81.966607,
2225,,,27.821091,82.059952,
2226,,,27.736866,81.734041,
2227,,,27.8176591,81.7661774,
2228,,,27.7081985,81.906617,
2229,,,27.5241086,81.9766865,
2230,,,27.3604189,82.9971113,
2231,,,27.449345,82.7986118,
2232,,,27.4884533,82.7745151,
2233,,,27.195474,83.11556,
2234,,,27.364465,83.0972976,
2235,,,27.3307261,83.0702173,
2236,,,27.259806,83.1509604,
2237,,,27.203097,83.049059,
2238,,,27.25249,83.008342,
2239,,,27.295669,82.975525,
2240,,,27.07332,82.9843384,
2241,,,27.17243,82.9270625,
2242,,,27.165582,82.918245,
2243,,,27.1700884,82.8948218,
2244,,,27.27261,82.9825201,
2245,,,27.247546,82.89821,
2246,,,27.3363882,82.8394601,
2247,,,27.2791468,82.7541301,
2248,,,27.322122,82.694148,
2249,,,27.332513,82.696435,
2250,,,27.2634661,82.6427944,
2251,,,27.285347,82.529576,
2252,,,27.194544,82.652409,
2253,,,27.134991,82.750174,
2254,,,27.32308,83.048723,
2255,,,27.266787,83.200758,
2256,,,27.289144,83.241898,
2257,,,27.2794546,83.0810426,
2258,,,27.4060011,82.952747,
2259,,,27.1960362,82.6463121,
2260,,,27.3347039,82.6923111,
2261,,,27.1742646,82.9271313,
2262,,,27.6093021,80.6425259,
2263,,,27.3827875,80.8146048,
2264,,,27.4405633,80.8422801,
2265,,,27.3551518,80.7563138,
2266,,,27.300115,80.750778,
2267,,,27.5224868,80.8246621,
2268,,,27.4539133,80.6633684,
2269,,,27.34801,80.5489118,
2270,,,27.4787484,80.5342946,
2271,,,27.3684467,80.7114834,
2272,,,27.512034,80.889059,
2273,,,27.5927743,81.1326749,
2274,,,27.5607881,81.3032686,
2275,,,27.1186733,80.8092234,
2276,,,27.442322,80.610886,
2277,,,27.393638,80.575903,
2278,,,27.366243,80.474622,
2279,,,27.347828,80.657036,
2280,,,27.5628282,80.8803012,
2281,,,27.577122,80.950958,
2282,,,27.541292,81.1347304,
2283,,,27.6483279,81.1525734,
2284,,,27.3448217,80.8428384,
2285,,,27.7352892,81.0087902,
2286,,,27.1259236,80.8418173,
2287,,,27.292444,81.087363,
2288,,,27.3434967,81.0962834,
2289,,,27.75334,80.9184834,
2290,,,27.524055,80.75374,
2291,,,27.7814448,80.7461823,
2292,,,27.8078882,80.7101328,
2293,,,27.5089889,81.1573096,
2294,,,27.4779584,81.1947354,
2295,,,27.370734,81.254428,
2296,,,27.2320897,81.0637911,
2297,,,27.314018,80.886209,
2298,,,27.7566642,80.6467329,
2299,,,27.739501,81.123266,
2300,,,27.4207383,81.1778906,
2301,,,27.3735937,81.0536702,
2302,,,27.5333963,80.962535,
2303,,,27.265206,81.139947,
2304,,,27.3243703,81.2349158,
2305,,,27.364075,81.3429651,
2306,,,27.7910433,80.6637482,
2307,,,27.5848425,80.5473897,
2308,,,27.6447049,80.4925102,
2309,,,27.779076,80.530196,
2310,,,27.5842567,80.6208834,
2311,,,27.5556433,80.4947351,
2312,,,27.57472,80.7238001,
2313,,,27.525078,80.800423,
2314,,,27.610907,80.854688,
2315,,,27.7037217,80.8486101,
2316,,,27.6080037,80.9493232,
2317,,,27.587535,80.3982684,
2318,,,27.8436341,80.9456548,
2319,,,27.532531,80.584672,
2320,,,27.4398831,80.5338205,
2321,,,27.27677,80.8387551,
2322,,,27.460866,80.979794,
2323,,,27.7094053,80.8869291,
2324,,,26.9461443,80.9788187,
2325,,,27.297773,81.120525,
2326,,,24.6666613,83.1624845,
2327,,,24.665547,83.04899,
2328,,,23.948678,83.021068,
2329,,,23.95093,83.077064,
2330,,,24.23282,83.042464,
2331,,,24.647483,83.053106,
2332,,,24.7284274,82.6527664,
2333,,,24.7497125,82.8411668,
2334,,,24.780686,82.897273,
2335,,,27.4287581,82.1688715,
2336,,,24.665573,83.139168,
2337,,,24.8646521,82.9896141,
2338,,,24.4584,83.050239,
2339,,,24.523604,83.024791,
2340,,,24.513598,83.024789,
2341,,,24.636341,83.089514,
2342,,,24.470792,82.995472,
2343,,,24.3473725,83.3714779,
2344,,,24.4391045,83.3375563,
2345,,,24.2389102,83.2796575,
2346,,,24.2141175,83.2535337,
2347,,,24.5170586,83.0217708,
2348,,,24.1975746,83.0205821,
2349,,,24.2080742,82.7721054,
2350,,,24.0518307,83.1276687,
2351,,,24.13678,83.053901,
2352,,,24.6858671,83.0699747,
2353,,,24.7485314,82.78625,
2354,,,24.211305,83.2362368,
2355,,,24.4656982,82.9953394,
2356,,,26.460865,82.01403,
2357,,,26.442283,82.034544,
2358,,,26.408821,82.124415,
2359,,,26.498453,81.8372318,
2360,,,26.402954,82.179841,
2361,,,26.242303,82.275508,
2362,,,26.2477557,82.2988999,
2363,,,26.137666,82.3537681,
2364,,,26.1121688,82.4323251,
2365,,,26.0453199,82.4244786,
2366,,,26.0247318,82.4767148,
2367,,,26.2051699,82.132915,
2368,,,26.5150005,81.794334,
2369,,,26.3367049,81.9912973,
2370,,,26.3207601,81.9885834,
2371,,,26.146179,82.184174,
2372,,,26.095916,82.208463,
2373,,,26.280694,82.246285,
2374,,,26.324001,82.329738,
2375,,,26.282246,82.450249,
2376,,,26.270141,82.466316,
2377,,,26.201671,82.580103,
2378,,,26.164409,82.506904,
2379,,,26.079843,82.308229,
2380,,,26.0410417,82.3860984,
2381,,,26.1292567,82.0853518,
2382,,,26.297993,82.002251,
2383,,,26.2389133,82.0335494,
2384,,,26.4716058,81.895781,
2385,,,26.17255,82.378476,
2386,,,26.1375568,82.2049279,
2387,,,26.2597182,82.2288433,
2388,,,26.2652424,82.0679926,
2389,,,26.5750556,80.8429722,
2390,,,26.8805278,80.5910556,
2391,,,26.966255,80.165527,
2392,,,26.901399,80.336401,
2393,,,26.8276944,80.1658611,
2394,,,26.564588,80.436173,
2395,,,26.4918333,80.6640833,
2396,,,26.3513889,80.6650556,
2397,,,26.23175,80.6908333,
2398,,,26.30568,80.77808,
2399,,,26.456892,80.946412,
2400,,,26.54375,80.3959722,
2401,,,26.6465278,80.4210278,
2402,,,26.7945833,80.2717222,
2403,,,26.8179722,80.3279722,
2404,,,26.9494722,80.2471389,
2405,,,26.85309,80.590883,
2406,,,26.779567,80.625213,
2407,,,26.9068889,80.5043056,
2408,,,26.7723611,80.6313889,
2409,,,26.75885,80.683576,
2410,,,26.8012778,80.8450278,
2411,,,26.71775,80.448,
2412,,,26.624343,80.697433,
2413,,,26.4466389,80.7260278,
2414,,,26.4593056,80.8781389,
2415,,,26.4708333,80.7143333,
2416,,,26.710616,80.334036,
2417,,,26.739425,80.350133,
2418,,,26.429324,80.521141,
2419,,,26.4595278,80.941,
2420,,,26.1610833,80.6787778,
2421,,,26.8975236,80.2211276,
2422,,,26.6940097,80.5467265,
2423,,,26.4620183,80.7614518,
2424,,,26.5714259,80.4940531,
2425,,,26.66739,80.3191851,
2426,,,26.281356,80.806792,
2427,,,25.230916,82.835997,
2428,,,25.420195,82.780682,
2429,,,25.423502,82.779512,
2430,,,25.406592,83.067391,
2431,,,25.437784,83.060573,
2432,,,25.502481,82.997844,
2433,,,25.45021,83.042347,
2434,,,25.399148,82.976916,
2435,,,25.399908,82.935172,
2436,,,25.215828,82.905986,
2437,,,25.23721,82.93422,
2438,,,25.4657775,82.8845581,
2439,,,25.519944,82.837659,
2440,,,25.281366,82.858304,
2441,,,25.3663238,82.7450295,
2442,,,25.3757803,82.7578625,
2443,,,25.2961992,82.8819259,
2444,,,25.2647333,82.8600697,
2445,,,25.4327034,82.8254201,
2446,,,25.5001249,82.8125377,
2447,,,25.460099,83.0904999,
2448,,,25.4932662,83.0459715,
2449,,,25.543587,83.0057292,
2450,,,25.3370183,82.9089534,